,text,label
5168,possession of heroin with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5169,possession of hydrodic acid and iodien knwoing and having reasonable cause to believe that they would be used to manufacture methapmphetamine ai see docket,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5170,possession of hypodermic needle and or syringe,possession of drug paraphernalia
5171,possession of identification documents produced without lawful authority,identity theft
5172,possession of identification documents to defraud the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5173,possession of images of minors engaged in sexually explicit conduct,sex offense with a child
5174,possession of images of minors engaged in sexually explicit conduct criminal forfeiture,sex offense with a child
5175,possession of images of minors engaged in sexually explicit conduct felony,sex offense with a child
5176,possession of images of minors in sexually explicit conduct felony,sex offense with a child
5177,possession of injection ingestion device,possession of drug paraphernalia
5178,possession of intent to distr,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5179,possession of intent to distribute possession of,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5180,possession of intoxicating or controlled substance paraphern,possession of drug paraphernalia
5181,possession of large capacity magazine prohibited,weapon crime
5182,possession of leaded cane billy blackjack sap etc,weapon crime
5183,possession of less than of marijuana by driver,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5184,possession of less than ounce of marijuana,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
