text,label
money laundering fraud other,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering interstate commerce,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
money laundering promotion aiding and abetting criminal forfeiture,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
move or travel in interstate of foreign commerce with intent to avoid prosecution,flee/elude the police
move or travel in interstate or foreign commerce with intent to avoid prosecution,flee/elude the police
move or travel in interstate or foreign commerce with the intent to avoid prosecution,flee/elude the police
move or travel interstate or foreign commerce intent to avoid prosecution,fugitive
moving or traveling in interstate commerce to avoid prosecution,flee/elude the police
multi victims caus bod inj dth,"assault with intent to maim; injure, murder or disable; unlawful wounding; malicious wounding; assault on a law officer"
multiple claims for the same loss,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
multiple claims for the same loss felony amended to prepare false ins claim misdemeanor,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
multiple identifying info thft,identity theft
multiple identifying information theft,identity theft
murder,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder during controlled substance offense,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder felony amended to kill without malice felony,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder felony amended to voluntary manslaughter felony,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder first degree,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder first of human being,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder for hire aiding and abetting,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder for hire intent,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder in aid of racketeering,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder of police officer in relations to drug trafficking crime,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
murder within jurisdiction of united states,murder; maiming; manslaughter; attempted murder; attempted maiming; attempted manslaughter
must display license plates,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
must have adequate muffler to prevent excessive noise,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
must maintain form fin resp,no insurance; no proof of insurance; expired insurance
must maintain form financial responsibility,no insurance; no proof of insurance; expired insurance
narc addict poss stun gun,weapon crime
narcotic trafficking prior,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
national defense illegal use of uniform,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
negligent operation personal watercraft,reckless driving; careless driving; negligent driving; racing
negligent operation personalwatercraft,reckless driving; careless driving; negligent driving; racing
no brakes on bicycle,failure to obey traffic laws; weaving; lane changing; jump ride; fail to stop at stop sign; follow too closely; right of center; no lights; wrong side; pass school bus; drive on sidewalk
no cdl resident,possessing no drivers license; expired drivers license; allowing unlicensed driver to operate vehicle
